h5py_sp	0	2.906637836997106
h5py_sp	1	2.880475778998516
h5py_sp	2	2.879070118000527
h5py_sp	3	2.874754707001557
h5py_sp_rand	0	6.321197818997462
h5py_sp_rand	1	6.417097305002244
h5py_sp_rand	2	6.350354514001083
h5py_sp_rand	3	6.25225026499902
soma_sp	0	41.317969335999805
soma_sp	1	40.94669825799792
soma_sp	2	41.858102393998706
soma_sp	3	41.545386578000034
soma_sp_rand	0	356.6726005570017
soma_sp_rand	1	357.44562839500213
soma_sp_rand	2	357.67258204599784
soma_sp_rand	3	357.4542759799988
h5py_dense	0	0.7766625709991786
h5py_dense	1	0.8880617560025712
h5py_dense	2	0.7704276959993877
h5py_dense	3	0.7631234750006115
h5py_dense_rand	0	2.107303865999711
h5py_dense_rand	1	2.105166928999097
h5py_dense_rand	2	2.115128478999395
h5py_dense_rand	3	2.1126998469990212
zarr_sp	0	148.8727912180002
zarr_sp	1	148.87507732700033
zarr_sp	2	148.28471462499874
zarr_sp	3	148.48726711799827
zarr_sp_rand	0	157.5922121020012
zarr_sp_rand	1	157.77072519000285
zarr_sp_rand	2	157.42651666299935
zarr_sp_rand	3	157.51539261700236
zarr_dense	0	32.30354577500111
zarr_dense	1	32.455117247998714
zarr_dense	2	32.43411365299835
zarr_dense	3	32.32892387800166
zarr_dense_rand	0	906.7134375210007
zarr_dense_rand	1	905.843220546998
zarr_dense_rand	2	906.6606099560013
zarr_dense_rand	3	907.4680057780024
zarr_dense_chunk	0	5.029993658001331
zarr_dense_chunk	1	5.063722124003107
zarr_dense_chunk	2	5.0155442409995885
zarr_dense_chunk	3	5.000049041998864
zarr_dense_chunk_rand	0	197.66460844299945
zarr_dense_chunk_rand	1	197.79179363799994
zarr_dense_chunk_rand	2	197.79090927200014
zarr_dense_chunk_rand	3	197.24249972100006
parquet	0	3.1629459719988517
parquet	1	2.26454210600059
parquet	2	2.3734422540001106
parquet	3	2.1980693209989113
parquet_rand	0	2.1901526090005063
parquet_rand	1	2.2147409039971535
parquet_rand	2	2.2374201379971055
parquet_rand	3	2.2402698959995178
polars	0	5.133924619000027
polars	1	5.0040658799989615
polars	2	4.877547880998463
polars	3	4.777238926999416
parquet_chunk	0	176.50831976599875
parquet_chunk	1	178.13487936599995
parquet_chunk	2	178.15000249500008
parquet_chunk	3	174.9789629620027
parquet_chunk_rand	0	173.979688763
parquet_chunk_rand	1	176.8096324370017
parquet_chunk_rand	2	177.9421790899978
parquet_chunk_rand	3	185.38488231800147
arrow	0	92.9905752779996
arrow	1	91.7078917430008
arrow	2	89.96540987899789
arrow	3	88.81254916500257
arrow_chunk	0	142.23263015599878
arrow_chunk	1	132.46405165599936
arrow_chunk	2	130.9742904349987
arrow_chunk	3	131.33993865899902
zarrV3tensorstore_dense_chunk	0	4.954451892997895
zarrV3tensorstore_dense_chunk	1	2.3030020350015548
zarrV3tensorstore_dense_chunk	2	2.2964913480027462
zarrV3tensorstore_dense_chunk	3	2.295029262000753
zarrV3tensorstore_dense_chunk_rand	0	18.64866988099675
zarrV3tensorstore_dense_chunk_rand	1	17.184282172998792
zarrV3tensorstore_dense_chunk_rand	2	18.945991746997606
zarrV3tensorstore_dense_chunk_rand	3	16.44194614600201
zarrV2tensorstore_dense_chunk	0	8.181854374997783
zarrV2tensorstore_dense_chunk	1	4.963508431999799
zarrV2tensorstore_dense_chunk	2	4.930420282998966
zarrV2tensorstore_dense_chunk	3	4.921914738999476
zarrV2tensorstore_dense_chunk_rand	0	60.93707482699756
zarrV2tensorstore_dense_chunk_rand	1	62.49563756999851
zarrV2tensorstore_dense_chunk_rand	2	62.07205283000076
zarrV2tensorstore_dense_chunk_rand	3	62.21931590099848
